Timestamp,Open,High,Low,Close,Volume
20100429 00:00:00:000,0.86865,0.8733,0.86285,0.8635,531542.600172281
20100430 00:00:00:000,0.8635,0.87255,0.86235,0.8704,484573.799865961
20100502 00:00:00:000,0.87045,0.871,0.8697,0.87,15061.1000111103
20100503 00:00:00:000,0.87,0.87005,0.864,0.86555,356455.901927114
20100504 00:00:00:000,0.86555,0.86705,0.8566,0.8573,583519.000598222
20100505 00:00:00:000,0.8573,0.85785,0.84735,0.84875,661963.661532477
20100506 00:00:00:000,0.84875,0.8593,0.84275,0.8491,590475.899858817
20100507 00:00:00:000,0.8491,0.88075,0.844,0.8611,397605.950991273
20100509 00:00:00:000,0.8676,0.8729,0.86695,0.86895,20758.800112009
20100510 00:00:00:000,0.8689,0.87495,0.8545,0.8585,519225.911105633
20100511 00:00:00:000,0.8585,0.86165,0.84495,0.8451,578351.81144242
20100512 00:00:00:000,0.8451,0.85435,0.84445,0.8516,543709.601296067
20100513 00:00:00:000,0.85155,0.8594,0.84975,0.85875,579816.800697565
20100514 00:00:00:000,0.85875,0.8619,0.84945,0.84995,469427.999807358
20100516 00:00:00:000,0.8501,0.8541,0.84965,0.8535,11789.2999746799
20100517 00:00:00:000,0.85355,0.8588,0.8517,0.85595,382420.100184202
20100518 00:00:00:000,0.856,0.86045,0.85,0.8517,432743.911106706
20100519 00:00:00:000,0.8517,0.8603,0.8491,0.85855,588543.401875496
20100520 00:00:00:000,0.8585,0.87175,0.85625,0.8709,517577.922532678
20100521 00:00:00:000,0.8709,0.8773,0.86455,0.8692,439723.880668402
20100523 00:00:00:000,0.86675,0.86715,0.86615,0.86615,10413.8000411987
20100524 00:00:00:000,0.86625,0.867,0.85625,0.8576,637160.170326948
20100525 00:00:00:000,0.85755,0.8585,0.85105,0.8568,814504.599370122
20100526 00:00:00:000,0.8568,0.8572,0.8452,0.84635,524523.360368013
20100527 00:00:00:000,0.84635,0.85105,0.8422,0.849,570180.800577402
20100528 00:00:00:000,0.8491,0.8547,0.8445,0.8487,353949.079602718
20100530 00:00:00:000,0.84975,0.85105,0.84895,0.8495,15228.80004251
20100531 00:00:00:000,0.84945,0.8523,0.8442,0.8458,364143.940128863
20100601 00:00:00:000,0.84575,0.8474,0.8323,0.8345,474883.200631738
20100602 00:00:00:000,0.83455,0.8379,0.82795,0.83495,466729.701638579
20100603 00:00:00:000,0.83495,0.8378,0.83073,0.8316,388636.65085125
20100604 00:00:00:000,0.8316,0.83355,0.82515,0.82775,429228.350537658
20100606 00:00:00:000,0.82695,0.8283,0.8266,0.82705,17864.49990201
20100607 00:00:00:000,0.827,0.83,0.8211,0.82355,442355.230311751
20100608 00:00:00:000,0.82355,0.8336,0.82305,0.82775,456410.650999427
20100609 00:00:00:000,0.82775,0.8285,0.82386,0.82405,420098.04250598
20100610 00:00:00:000,0.82405,0.8282,0.82225,0.82375,416553.050819874
20100611 00:00:00:000,0.82375,0.83265,0.821,0.83225,458454.002152443
20100613 00:00:00:000,0.83155,0.83575,0.8315,0.8351,16795.3101178408
20100614 00:00:00:000,0.8351,0.83595,0.82845,0.8287,471216.352369785
20100615 00:00:00:000,0.8287,0.8336,0.82615,0.83215,434470.53230226
20100616 00:00:00:000,0.83215,0.83635,0.82845,0.836,350516.781834483
20100617 00:00:00:000,0.836,0.8382,0.8338,0.83616,389281.531509876
20100618 00:00:00:000,0.83624,0.83735,0.8325,0.8355,263664.001354218
20100620 00:00:00:000,0.83715,0.8383,0.83535,0.8366,18513.5000220537
20100621 00:00:00:000,0.8366,0.83795,0.83295,0.8346,386332.202046156
20100622 00:00:00:000,0.83455,0.8368,0.8275,0.82815,367707.271823287
20100623 00:00:00:000,0.82815,0.8283,0.8201,0.8222,376220.611094594
20100624 00:00:00:000,0.82215,0.82745,0.818,0.82595,353203.000648618
20100625 00:00:00:000,0.82595,0.8273,0.82025,0.8212,344505.820056438
20100627 00:00:00:000,0.82075,0.8238,0.82075,0.82325,14190.899997592
20100628 00:00:00:000,0.82325,0.82335,0.812,0.8133,561789.479783297
20100629 00:00:00:000,0.81335,0.81365,0.8067,0.8093,312651.990227342
20100630 00:00:00:000,0.8093,0.82265,0.8092,0.81745,390355.501258612
20100701 00:00:00:000,0.81745,0.82565,0.8166,0.825,392056.700369954
20100702 00:00:00:000,0.82505,0.82985,0.82175,0.82555,338600.300512433
20100704 00:00:00:000,0.8255,0.8267,0.8249,0.82595,15910.2999972105
20100705 00:00:00:000,0.826,0.8297,0.82515,0.82815,395853.059824556
20100706 00:00:00:000,0.82815,0.83405,0.8264,0.8327,513009.200170398
20100707 00:00:00:000,0.8327,0.8339,0.8291,0.8314,587646.951497257
20100708 00:00:00:000,0.83145,0.83805,0.831,0.8377,339982.119746208
20100709 00:00:00:000,0.8377,0.83975,0.8333,0.8391,338027.00089848
20100711 00:00:00:000,0.83685,0.83955,0.83685,0.8383,12485.3999701738
20100712 00:00:00:000,0.8383,0.84185,0.834,0.83845,490475.101263642
20100713 00:00:00:000,0.8385,0.8392,0.83155,0.8369,529696.401827335
20100714 00:00:00:000,0.8369,0.8369,0.8319,0.83435,495244.401098847
20100715 00:00:00:000,0.8344,0.8403,0.8325,0.83745,573846.210644364
20100716 00:00:00:000,0.8375,0.8461,0.8364,0.84475,499446.840927243
20100718 00:00:00:000,0.8446,0.8446,0.84272,0.84285,9444.9000480175
20100719 00:00:00:000,0.8428,0.85315,0.84235,0.85015,490327.100700736
20100720 00:00:00:000,0.85015,0.8531,0.84285,0.84395,495875.300866246
20100721 00:00:00:000,0.84395,0.8478,0.8376,0.84025,477818.200740695
20100722 00:00:00:000,0.84025,0.84655,0.83885,0.84465,491617.901399255
20100723 00:00:00:000,0.84465,0.8452,0.8317,0.83675,383694.631453753
20100725 00:00:00:000,0.83568,0.8373,0.8348,0.8366,13548.2000310421
20100726 00:00:00:000,0.8366,0.83965,0.83235,0.8386,461507.400710344
20100727 00:00:00:000,0.8386,0.84155,0.83298,0.8334,552507.320933104
20100728 00:00:00:000,0.8334,0.83675,0.83125,0.8331,536154.471021175
20100729 00:00:00:000,0.8331,0.8395,0.8324,0.83735,495144.300774693
20100730 00:00:00:000,0.83735,0.83755,0.83025,0.83175,488725.500854492
20100801 00:00:00:000,0.83135,0.83185,0.83004,0.8312,13342.7000976801
20100802 00:00:00:000,0.8312,0.83255,0.8254,0.829,478605.52094543
20100803 00:00:00:000,0.829,0.83145,0.82695,0.8293,424040.400812387
20100804 00:00:00:000,0.82925,0.83075,0.82745,0.828,483564.300820827
20100805 00:00:00:000,0.828,0.83245,0.8274,0.83,371604.761181712
20100806 00:00:00:000,0.83,0.8337,0.829,0.83285,283693.301129699
20100808 00:00:00:000,0.83195,0.83259,0.8307,0.83205,8924.20009219646
20100809 00:00:00:000,0.83205,0.83375,0.8292,0.8319,444808.200634122
20100810 00:00:00:000,0.8319,0.8362,0.8296,0.83175,494071.30061388
20100811 00:00:00:000,0.83175,0.83175,0.82055,0.8217,477498.531083941
20100812 00:00:00:000,0.8217,0.82655,0.8203,0.82355,448326.111448526
20100813 00:00:00:000,0.82355,0.82585,0.81745,0.81785,353520.069990397
20100815 00:00:00:000,0.81705,0.8198,0.81705,0.8184,16660.2000166178
20100816 00:00:00:000,0.8184,0.8227,0.818,0.81875,463422.699890614
20100817 00:00:00:000,0.8187,0.8281,0.81845,0.8264,484796.800122857
20100818 00:00:00:000,0.8264,0.8282,0.82215,0.8224,441537.550785184
20100819 00:00:00:000,0.8224,0.82485,0.81935,0.82225,544538.340497971
20100820 00:00:00:000,0.82225,0.82465,0.81725,0.81815,348872.711719036
20100822 00:00:00:000,0.8174,0.81822,0.8163,0.81645,14385.400044322
20100823 00:00:00:000,0.81645,0.81775,0.81415,0.81525,400226.051302671
20100824 00:00:00:000,0.81525,0.8218,0.81525,0.8201,417650.201365829
20100825 00:00:00:000,0.8201,0.8236,0.81785,0.81865,513604.501615286
20100826 00:00:00:000,0.81865,0.8197,0.8155,0.8184,552061.301582098
20100827 00:00:00:000,0.8184,0.82315,0.8177,0.82165,386196.48115325
20100829 00:00:00:000,0.8214,0.82165,0.8201,0.8206,14498.7000888586
20100830 00:00:00:000,0.8206,0.821,0.81615,0.81835,317096.701186299
20100831 00:00:00:000,0.8184,0.82885,0.81705,0.826,466805.100489616
20100901 00:00:00:000,0.826,0.83275,0.82475,0.82835,428964.400741339
20100902 00:00:00:000,0.82835,0.83475,0.82795,0.8325,319431.901242852
20100903 00:00:00:000,0.8325,0.83495,0.82975,0.83445,259886.301144242
20100905 00:00:00:000,0.8347,0.83525,0.8336,0.834,14227.1000728607
20100906 00:00:00:000,0.83395,0.83895,0.83278,0.8345,298231.300888419
20100907 00:00:00:000,0.8345,0.8345,0.82525,0.8267,416777.301589608
20100908 00:00:00:000,0.8267,0.82715,0.82015,0.8225,609169.450792193
20100909 00:00:00:000,0.8225,0.8267,0.8209,0.8224,490331.901127458
20100910 00:00:00:000,0.82245,0.82875,0.82125,0.8256,419838.100860238
20100912 00:00:00:000,0.82767,0.82865,0.82688,0.8286,14241.4000570774
20100913 00:00:00:000,0.8286,0.8363,0.8273,0.83615,395674.101394176
20100914 00:00:00:000,0.83615,0.8387,0.83285,0.8363,379238.401900172
20100915 00:00:00:000,0.8363,0.83995,0.83105,0.832,398280.551810622
20100916 00:00:00:000,0.832,0.84025,0.83095,0.8373,357215.401002765
20100917 00:00:00:000,0.8373,0.83795,0.83295,0.83455,335222.251447797
20100919 00:00:00:000,0.83402,0.83405,0.8329,0.83375,7029.50003612041
20100920 00:00:00:000,0.83375,0.84105,0.83355,0.84005,284003.240716577
20100921 00:00:00:000,0.84005,0.8498,0.83885,0.8497,288100.450803638
20100922 00:00:00:000,0.8497,0.8577,0.84625,0.8562,438351.001661658
20100923 00:00:00:000,0.85605,0.85645,0.8472,0.84875,290945.501384377
20100924 00:00:00:000,0.84875,0.85455,0.84825,0.85225,312596.501005054
20100926 00:00:00:000,0.85238,0.85238,0.8512,0.85155,10246.2000290155
20100927 00:00:00:000,0.8516,0.852,0.849,0.84935,380509.999915957
20100928 00:00:00:000,0.8494,0.86035,0.8466,0.85865,495488.100561857
20100929 00:00:00:000,0.85865,0.86445,0.85695,0.86205,454635.200362206
20100930 00:00:00:000,0.86205,0.8685,0.85615,0.86635,312910.299648285
20101001 00:00:00:000,0.8664,0.8718,0.86585,0.87165,361629.20027864
20101003 00:00:00:000,0.87315,0.87335,0.87056,0.87065,10194.9000452757
20101004 00:00:00:000,0.87065,0.87265,0.86305,0.86345,245654.739665866
20101005 00:00:00:000,0.86345,0.87155,0.86265,0.8707,296063.799458623
20101006 00:00:00:000,0.8707,0.87775,0.8688,0.8771,415636.201088071
20101007 00:00:00:000,0.8771,0.88045,0.8732,0.8769,337924.321084626
20101008 00:00:00:000,0.8769,0.88045,0.8713,0.8729,283020.551165059
20101010 00:00:00:000,0.8766,0.87785,0.87608,0.877,10036.3000401258
20101011 00:00:00:000,0.877,0.8773,0.87275,0.87325,357403.201266885
20101012 00:00:00:000,0.87325,0.8821,0.8698,0.88085,364150.101044059
20101013 00:00:00:000,0.88085,0.8839,0.87719,0.87755,385240.401129007
20101014 00:00:00:000,0.87755,0.882,0.87695,0.8772,419265.601726294
20101015 00:00:00:000,0.8772,0.8794,0.87205,0.874,284511.480521917
20101017 00:00:00:000,0.8753,0.8755,0.87165,0.8722,7072.49998414516
20101018 00:00:00:000,0.8722,0.8794,0.8705,0.87785,429946.461105585
20101019 00:00:00:000,0.87785,0.88245,0.87385,0.8749,410138.11150974
20101020 00:00:00:000,0.87495,0.88215,0.87445,0.88175,291019.600400209
20101021 00:00:00:000,0.8818,0.8907,0.8772,0.88515,385435.191100955
20101022 00:00:00:000,0.88515,0.8896,0.88475,0.88955,334115.411419369
20101024 00:00:00:000,0.89056,0.89112,0.88865,0.89012,30451.3000353575
20101025 00:00:00:000,0.89013,0.89412,0.88614,0.88615,146787.099331498
20101026 00:00:00:000,0.88616,0.8879,0.8728,0.87393,84385.999553822
20101027 00:00:00:000,0.87384,0.87533,0.87129,0.87351,84345.4995670319
20101028 00:00:00:000,0.87354,0.87712,0.87016,0.87344,79762.0996236205
20101029 00:00:00:000,0.87341,0.87378,0.86697,0.86937,75633.9997240305
20101031 00:00:00:000,0.86986,0.87091,0.86932,0.87078,8233.60008251667
20101101 00:00:00:000,0.87078,0.87222,0.86517,0.86612,85455.999809742
20101102 00:00:00:000,0.86612,0.87677,0.86526,0.8754,89477.0996044874
20101103 00:00:00:000,0.87529,0.87915,0.86966,0.877,84637.3997329474
20101104 00:00:00:000,0.877,0.88173,0.87183,0.87414,82170.0996541977
20101105 00:00:00:000,0.87419,0.87767,0.86531,0.86699,79333.2997376919
20101107 00:00:00:000,0.86742,0.86859,0.86736,0.86839,6184.19999909401
20101108 00:00:00:000,0.86845,0.86908,0.86019,0.86034,79770.1998202801
20101109 00:00:00:000,0.86025,0.86451,0.85897,0.86055,89856.5998318195
20101110 00:00:00:000,0.86053,0.86379,0.85246,0.85439,91519.2998086214
20101111 00:00:00:000,0.8544,0.85512,0.84501,0.8458,86187.2996919677
20101112 00:00:00:000,0.84584,0.85589,0.84491,0.84952,78376.3996939659
20101114 00:00:00:000,0.84837,0.84937,0.84776,0.84868,1971.000005126
20101115 00:00:00:000,0.84873,0.85126,0.84529,0.8461,52728.4998099804
20101116 00:00:00:000,0.84609,0.85251,0.84546,0.84931,51836.2997693121
20101117 00:00:00:000,0.84933,0.85145,0.84746,0.85134,47887.899748683
20101118 00:00:00:000,0.85132,0.85511,0.84872,0.85082,49647.8997298479
20101119 00:00:00:000,0.85075,0.85689,0.84954,0.85527,45015.5997588634
20101121 00:00:00:000,0.85801,0.85881,0.85785,0.85865,2293.59999811649
20101122 00:00:00:000,0.85865,0.85946,0.85236,0.85299,45527.8999647647
20101123 00:00:00:000,0.85299,0.85399,0.84457,0.84709,54694.1999265328
20101124 00:00:00:000,0.84713,0.84983,0.8428,0.84585,56597.3997963667
20101125 00:00:00:000,0.84588,0.84868,0.8433,0.84646,40083.199749589
20101126 00:00:00:000,0.84644,0.84997,0.84203,0.84923,45519.4997632504
20101128 00:00:00:000,0.85135,0.85181,0.84875,0.84897,2635.49999153614
20101129 00:00:00:000,0.84901,0.85147,0.84077,0.84245,115396.099432707
20101130 00:00:00:000,0.84244,0.84482,0.83375,0.83446,193719.498927802
20101201 00:00:00:000,0.83447,0.8438,0.8334,0.84064,168357.799234718
20101202 00:00:00:000,0.84065,0.84898,0.83891,0.84741,158505.399142742
20101203 00:00:00:000,0.84741,0.85254,0.84458,0.85025,143218.499193192
20101205 00:00:00:000,0.84856,0.85082,0.84823,0.85073,4280.39999353886
20101206 00:00:00:000,0.85073,0.851,0.84537,0.8458,144241.399197578
20101207 00:00:00:000,0.84578,0.84804,0.84065,0.84081,154478.399189234
20101208 00:00:00:000,0.84082,0.84282,0.83622,0.83869,158318.69923389
20101209 00:00:00:000,0.83867,0.84149,0.83606,0.83942,149473.099168181
20101210 00:00:00:000,0.83935,0.84048,0.83557,0.83675,122181.499246836
20101212 00:00:00:000,0.83518,0.83586,0.83495,0.8355,2168.70000314713
20101213 00:00:00:000,0.83549,0.84563,0.83455,0.84444,165649.299039841
20101214 00:00:00:000,0.84443,0.85087,0.84319,0.84737,184050.698839307
20101215 00:00:00:000,0.84737,0.85476,0.84504,0.84981,181848.199290872
20101216 00:00:00:000,0.84981,0.85114,0.84566,0.84696,158735.699043274
20101217 00:00:00:000,0.84696,0.85526,0.84689,0.84898,149249.599139929
20101219 00:00:00:000,0.84938,0.84945,0.84799,0.84848,2980.90825176239
20101220 00:00:00:000,0.84848,0.84945,0.84457,0.84585,144280.229433537
20101221 00:00:00:000,0.84582,0.85185,0.84476,0.84638,139387.418214917
20101222 00:00:00:000,0.84638,0.85228,0.84638,0.85113,134647.830144525
20101223 00:00:00:000,0.85113,0.85253,0.84653,0.84957,107734.412927747
20101224 00:00:00:000,0.84957,0.85139,0.84771,0.84913,49805.0852072239
20101226 00:00:00:000,0.84898,0.85022,0.84782,0.8487,4626.9699691534
20101227 00:00:00:000,0.84873,0.85583,0.84853,0.8537,91263.8590663671
20101228 00:00:00:000,0.85374,0.85919,0.85204,0.8522,118087.649388552
20101229 00:00:00:000,0.8522,0.85535,0.85022,0.85294,116647.279493332
20101230 00:00:00:000,0.85287,0.86328,0.85179,0.86163,105317.919362664
20101231 00:00:00:000,0.86164,0.86476,0.85407,0.85715,85378.6697274446
20110102 00:00:00:000,0.85685,0.85897,0.85617,0.85764,4715.11000001431
20110103 00:00:00:000,0.85765,0.86448,0.85403,0.86229,109992.40017724
20110104 00:00:00:000,0.86228,0.86364,0.85254,0.8538,189701.559174657
20110105 00:00:00:000,0.85381,0.85413,0.84707,0.84804,181633.768536329
20110106 00:00:00:000,0.84805,0.84877,0.83936,0.83985,180247.848649383
20110107 00:00:00:000,0.83985,0.84257,0.82978,0.83004,165575.519894838
20110109 00:00:00:000,0.82928,0.83007,0.82915,0.8296,3467.37000119686
20110110 00:00:00:000,0.8296,0.83386,0.82845,0.83161,158268.091635704
20110111 00:00:00:000,0.83159,0.83366,0.8294,0.83174,176118.128603697
20110112 00:00:00:000,0.83174,0.83376,0.82995,0.8334,176915.399131753
20110113 00:00:00:000,0.8335,0.84415,0.83125,0.8426,165495.108808398
20110114 00:00:00:000,0.84261,0.84983,0.83898,0.84337,161343.429514647
20110116 00:00:00:000,0.84352,0.84352,0.84138,0.84243,3678.91001152992
20110117 00:00:00:000,0.84243,0.84271,0.83478,0.83538,128573.509722829
20110118 00:00:00:000,0.83537,0.84056,0.83307,0.83823,187870.819467783
20110119 00:00:00:000,0.83826,0.84523,0.83764,0.84205,187273.370220065
20110120 00:00:00:000,0.84205,0.84804,0.84123,0.84646,177348.300314665
20110121 00:00:00:000,0.84645,0.85278,0.84595,0.85085,164519.620352149
20110123 00:00:00:000,0.85192,0.8521,0.85038,0.85144,4768.12999856472
20110124 00:00:00:000,0.85144,0.85523,0.84919,0.85346,158558.630407929
20110125 00:00:00:000,0.85344,0.86681,0.85302,0.86514,188468.570439696
20110126 00:00:00:000,0.86514,0.86716,0.85958,0.86066,169373.330324411
20110127 00:00:00:000,0.86068,0.86286,0.8581,0.86164,150901.080457807
20110128 00:00:00:000,0.86164,0.86529,0.85708,0.85812,154137.700324059
20110130 00:00:00:000,0.8565,0.85859,0.8565,0.85738,5437.93998742104
20110131 00:00:00:000,0.85738,0.86186,0.85303,0.85556,178291.440198421
20110201 00:00:00:000,0.85557,0.85706,0.85095,0.85692,190990.290249601
20110202 00:00:00:000,0.85691,0.85764,0.85128,0.85265,175362.50027144
20110203 00:00:00:000,0.85265,0.85288,0.84384,0.84438,155152.500122197
20110204 00:00:00:000,0.84434,0.84767,0.84229,0.8431,144604.689988136
20110206 00:00:00:000,0.84175,0.84323,0.84175,0.84306,3206.87001013756
20110207 00:00:00:000,0.84306,0.84456,0.83886,0.84273,154073.530113697
20110208 00:00:00:000,0.8427,0.85075,0.84188,0.84809,171581.400262311
20110209 00:00:00:000,0.84809,0.85288,0.84741,0.85211,140396.570267163
20110210 00:00:00:000,0.85211,0.85264,0.84436,0.84499,142316.040118337
20110211 00:00:00:000,0.845,0.8476,0.84225,0.84626,137066.380153149
20110213 00:00:00:000,0.8448,0.84599,0.84373,0.84427,4401.40001142025
20110214 00:00:00:000,0.8443,0.84432,0.83982,0.84106,146772.740217805
20110215 00:00:00:000,0.84108,0.84483,0.83556,0.83646,189246.790051326
20110216 00:00:00:000,0.83645,0.84493,0.83634,0.84349,196017.590122342
20110217 00:00:00:000,0.84348,0.84439,0.83997,0.84204,181336.280062728
20110218 00:00:00:000,0.84201,0.84346,0.83583,0.84235,167577.509914875
20110220 00:00:00:000,0.84241,0.84387,0.84203,0.84381,3891.1200094223
20110221 00:00:00:000,0.8438,0.84443,0.84097,0.84295,113149.310150728
20110222 00:00:00:000,0.84295,0.84765,0.83831,0.84612,198056.331641316
20110223 00:00:00:000,0.84612,0.8495,0.84212,0.84757,185952.100831509
20110224 00:00:00:000,0.84757,0.85651,0.84698,0.85593,192282.511331081
20110225 00:00:00:000,0.85593,0.85931,0.85239,0.85311,155385.021113634
20110227 00:00:00:000,0.85325,0.855,0.85308,0.85312,5762.64000637829
20110228 00:00:00:000,0.85311,0.85544,0.84798,0.84937,171256.090241194
20110301 00:00:00:000,0.84938,0.85038,0.846,0.84689,172643.080027699
20110302 00:00:00:000,0.84688,0.85034,0.84632,0.84902,160624.61077261
20110303 00:00:00:000,0.84902,0.85834,0.84786,0.85739,145637.380666733
20110304 00:00:00:000,0.85738,0.86063,0.85651,0.85968,112171.949317083
20110306 00:00:00:000,0.85922,0.86004,0.85917,0.86004,3092.0499612093
20110307 00:00:00:000,0.86004,0.86346,0.8571,0.862,125854.118987203
20110308 00:00:00:000,0.862,0.86356,0.85885,0.85973,146053.019750595
20110309 00:00:00:000,0.85974,0.86031,0.85639,0.85806,134321.080044031
20110310 00:00:00:000,0.85806,0.86071,0.85331,0.85897,183674.85002622
20110311 00:00:00:000,0.85897,0.86553,0.8589,0.86442,174355.870025277
20110313 00:00:00:000,0.86805,0.86836,0.86635,0.86711,13029.930000782
20110314 00:00:00:000,0.86711,0.86917,0.86355,0.86512,169618.269848347
20110315 00:00:00:000,0.86512,0.8709,0.86253,0.87018,216365.210661173
20110316 00:00:00:000,0.8702,0.87163,0.86584,0.86817,218750.47908356
20110317 00:00:00:000,0.86824,0.87063,0.86717,0.86887,186720.950125277
20110318 00:00:00:000,0.86885,0.87609,0.8676,0.87342,187563.009839296
20110320 00:00:00:000,0.87423,0.87447,0.87306,0.8734,8519.32001674175
20110321 00:00:00:000,0.87343,0.87433,0.86972,0.87164,144272.829977274
20110322 00:00:00:000,0.87168,0.87289,0.86591,0.86606,149555.299957275
20110323 00:00:00:000,0.86606,0.87243,0.86539,0.86807,162660.579861969
20110324 00:00:00:000,0.86806,0.88082,0.86627,0.87892,152303.159780622
20110325 00:00:00:000,0.87892,0.88108,0.87734,0.87801,149323.399919748
20110327 00:00:00:000,0.87732,0.87776,0.87598,0.87646,7730.04000508785
20110328 00:00:00:000,0.87646,0.8819,0.87644,0.88048,148425.739956021
20110329 00:00:00:000,0.8805,0.88354,0.87981,0.88136,142990.149689853
20110330 00:00:00:000,0.88137,0.88162,0.87523,0.87834,161349.389605612
20110331 00:00:00:000,0.87833,0.88525,0.87748,0.88341,164399.559671193
20110401 00:00:00:000,0.88341,0.88438,0.88009,0.88334,137892.209705353
20110403 00:00:00:000,0.88291,0.88344,0.88195,0.88279,3878.44999554753
20110404 00:00:00:000,0.88276,0.88395,0.87919,0.88145,134036.419720531
20110405 00:00:00:000,0.88147,0.88169,0.87137,0.87278,129939.839714527
20110406 00:00:00:000,0.87277,0.87966,0.87192,0.87745,135998.319781303
20110407 00:00:00:000,0.87748,0.8792,0.87285,0.87616,146267.229804039
20110408 00:00:00:000,0.87616,0.88435,0.87576,0.88358,145213.209954381
20110410 00:00:00:000,0.88367,0.88369,0.88207,0.88324,6058.20000588894
20110411 00:00:00:000,0.88324,0.88587,0.8792,0.88272,125726.400126219
20110412 00:00:00:000,0.88272,0.8915,0.88222,0.89057,158300.739821076
20110413 00:00:00:000,0.89054,0.89229,0.88701,0.88774,146295.779995084
20110414 00:00:00:000,0.88773,0.88807,0.8807,0.88587,143259.799837589
20110415 00:00:00:000,0.88588,0.88661,0.88135,0.8835,125844.059455037
20110417 00:00:00:000,0.88344,0.88418,0.88225,0.88231,8986.86996614933
20110418 00:00:00:000,0.88231,0.88337,0.87404,0.87519,160033.399074793
20110419 00:00:00:000,0.87519,0.87984,0.8744,0.87944,169276.339793563
20110420 00:00:00:000,0.87944,0.88768,0.87932,0.88566,177136.300022244
20110421 00:00:00:000,0.88558,0.88778,0.87829,0.88119,181428.469613075
20110422 00:00:00:000,0.8812,0.88339,0.87987,0.88146,41040.3700152636
20110424 00:00:00:000,0.88108,0.88205,0.87945,0.88141,6112.73998355865
20110425 00:00:00:000,0.88144,0.88516,0.8807,0.88222,99608.3700686693
20110426 00:00:00:000,0.88221,0.89144,0.88078,0.89052,172780.119679809
20110427 00:00:00:000,0.89052,0.89228,0.88458,0.88815,175151.24967432
20110428 00:00:00:000,0.88815,0.89182,0.88685,0.8914,158784.569830775
20110429 00:00:00:000,0.89139,0.89368,0.88574,0.88586,117207.52000773
20110501 00:00:00:000,0.88633,0.88746,0.8856,0.8873,13209.4800386429
20110502 00:00:00:000,0.8873,0.89198,0.88576,0.88883,135959.930061936
20110503 00:00:00:000,0.88884,0.90061,0.88868,0.89974,184291.320142031
20110504 00:00:00:000,0.89974,0.90284,0.89762,0.89918,192474.379326701
20110505 00:00:00:000,0.8992,0.90418,0.88635,0.88754,215075.82956481
20110506 00:00:00:000,0.88749,0.88983,0.87414,0.87446,216177.879657507
20110508 00:00:00:000,0.87794,0.87904,0.87634,0.87884,10000.0500007868
20110509 00:00:00:000,0.87884,0.88173,0.87408,0.87568,207167.909704566
20110510 00:00:00:000,0.87565,0.88077,0.87199,0.88001,207250.159839749
20110511 00:00:00:000,0.88,0.88105,0.86769,0.86796,222901.019857168
20110512 00:00:00:000,0.86797,0.87521,0.86729,0.87441,211344.860213041
20110513 00:00:00:000,0.87443,0.87991,0.87033,0.8714,205295.230142236
20110515 00:00:00:000,0.86884,0.8707,0.86815,0.86965,8318.61001598835
20110516 00:00:00:000,0.86963,0.87701,0.86874,0.8732,204660.050118923
20110517 00:00:00:000,0.87319,0.87831,0.86814,0.87784,216927.130142093
20110518 00:00:00:000,0.8778,0.88408,0.87597,0.88236,190224.259946585
20110519 00:00:00:000,0.88235,0.88446,0.87913,0.88268,183043.230793476
20110520 00:00:00:000,0.88267,0.8838,0.87036,0.8721,171567.450793386
20110522 00:00:00:000,0.87031,0.87166,0.86935,0.8698,10139.7500156462
20110523 00:00:00:000,0.86981,0.87291,0.86638,0.8718,216644.800457358
20110524 00:00:00:000,0.87179,0.87516,0.87045,0.87091,197578.800252557
20110525 00:00:00:000,0.87091,0.87123,0.86319,0.86409,200406.289695024
20110526 00:00:00:000,0.86409,0.87107,0.86105,0.86276,192459.849453092
20110527 00:00:00:000,0.86276,0.86913,0.86202,0.86714,180384.138728023
20110529 00:00:00:000,0.86783,0.8684,0.8655,0.86676,6903.40998136997
20110530 00:00:00:000,0.86676,0.8697,0.86563,0.86856,86542.6894056797
20110531 00:00:00:000,0.86856,0.87698,0.86828,0.87599,181072.340155244
20110601 00:00:00:000,0.87589,0.88081,0.87438,0.87795,188326.060008049
20110602 00:00:00:000,0.87792,0.88635,0.87701,0.88475,182440.500064611
20110603 00:00:00:000,0.88474,0.89228,0.88465,0.89039,173234.19991082
20110605 00:00:00:000,0.8902,0.89122,0.8897,0.89045,8674.63999342918
20110606 00:00:00:000,0.8905,0.89377,0.88922,0.89214,165245.449793339
20110607 00:00:00:000,0.89213,0.89451,0.8907,0.89284,169357.009737253
20110608 00:00:00:000,0.89291,0.89758,0.88833,0.88948,171503.969545364
20110609 00:00:00:000,0.88949,0.89179,0.88459,0.88769,167890.819962502
20110610 00:00:00:000,0.88769,0.89206,0.88284,0.88412,175403.330136657
20110612 00:00:00:000,0.88246,0.88377,0.88199,0.8832,4754.49999094009
20110613 00:00:00:000,0.88319,0.88423,0.87952,0.88066,158680.400014639
20110614 00:00:00:000,0.88065,0.88433,0.8784,0.88149,171085.009726524
20110615 00:00:00:000,0.8815,0.88207,0.87497,0.87593,189952.270007938
20110616 00:00:00:000,0.87593,0.87995,0.87206,0.87851,210315.580143809
20110617 00:00:00:000,0.87855,0.88541,0.87702,0.88433,167962.78098008
20110619 00:00:00:000,0.8833,0.88425,0.88233,0.88253,6603.08003664017
